"Individual","Partner","Population","Density","Sex","Exploration","Aggression","LRS","Feeding_rate","Aggression_score"
"C3F7084","C3F7085","Forstenrieder park",12.1,"F",51.5520148343807,1.12703302093409,5.42297516673483,5.90801632931127,0
"C3F7085","C3F7086","Gotland",9.7,"F",48.7888207701302,-1.46457431839574,5.20510429845786,5.20621251709481,1
"C3F7086","C3F7087","Mont Ventoux",10.8,"M",51.4229039556141,1.97584635715201,6.19356915078586,6.00499562887237,1
"C3F7087","C3F7088","Oulu",8.9,"M",50.5401211818364,-0.430250717729708,5.17704216858518,5.99397996550162,2
"C3F7088","C3F7089","Westerheide",6.9,"M",46.9863001603067,-2.85630527504049,3.43489490875395,2.95631126287362,1
"C3F7089","C3F7090","Whytham Woods",11,"M",49.3489261787959,-0.044830070518272,4.41971089243224,6.63808846709391,3
"C3F7090","C3F7091","Zvenigorod",8.8,"M",49.701225723299,-0.883387233688532,4.8453441008254,4.2722558328187,0
"C3F7091","C3F7092","Bagley Wood",10.6,"F",49.2724279169439,-0.899283517956827,4.79435895025817,3.82038337552903,2
"C3F7092","C3F7093","Boshoek",9.2,"F",49.3811636971727,-1.12956887745693,5.05794045157696,5.75789268439875,1
"C3F7093","C3F7094","Donana",9.9,"F",49.5148781865518,-0.881942980054216,4.77491244159379,3.52947630696604,0
"C3F7094","C3F7095","Forstenrieder park",8.1,"F",49.754954499261,-1.83805966746599,4.84651823119759,6.12651877710427,0
"C3F7095","C3F7096","Gotland",12.1,"F",49.7245435578856,0.813806600978617,5.28643425470655,4.93521266201182,0
"C3F7096","C3F7097","Mont Ventoux",13.2,"M",51.9059602778512,2.58702577279834,4.74791082080205,6.11549793749623,0
"C3F7097","C3F7098","Oulu",10.5,"M",51.7854425001909,2.84026485515828,5.66918156657534,6.09467513211081,0
"C3F7098","C3F7099","Westerheide",9.7,"M",49.978804834632,-0.669458597574952,3.43042877527876,4.5206518949431,0
"C3F7099","C3F7100","Whytham Woods",9.8,"M",48.9819002295311,0.92901164434491,4.65174132337992,6.59189543872892,2
"C3F7100","C3F7101","Zvenigorod",8.3,"M",47.118933153302,-2.22300101042636,4.47235477856272,4.49765180338646,1
"C3F7101","C3F7102","Bagley Wood",7.3,"F",46.1881200023601,-2.4164520348512,5.73212292225358,7.08055950909606,0
"C3F7102","C3F7103","Boshoek",9.6,"F",47.1488329901897,-1.5351275653831,5.24582436727323,5.81890531026394,2
"C3F7103","C3F7104","Donana",10.3,"F",49.6081420410302,-1.97411827535754,4.83118887787125,4.81702178594423,1
"C3F7104","C3F7105","Forstenrieder park",11.4,"F",50.4368787047366,1.33550252829744,5.8091776412985,6.55993952444671,0
"C3F7105","C3F7106","Gotland",12.1,"F",51.2622787200454,1.15525670455234,3.7120332008889,3.99940918487329,0
"C3F7106","C3F7107","Mont Ventoux",13.1,"M",51.7812417291757,3.47729500582377,4.79046857581966,6.63558497283414,1
"C3F7107","C3F7108","Oulu",13.3,"M",55.1555117106982,3.19144670504683,5.25362316481918,4.68684197030615,1
"C3F7108","C3F7109","Westerheide",7.8,"M",49.4885217360263,-0.812864325993578,5.77983308103646,6.35139983655609,3
"C3F7109","C3F7110","Whytham Woods",13.5,"M",52.7895379084214,1.51129084617003,4.47321133541248,4.98703558737795,0
"C3F7110","C3F7111","Zvenigorod",8.7,"M",49.8628637893534,-1.19019410511793,3.85564061834308,5.17022661716344,1
"C3F7111","C3F7112","Bagley Wood",10.3,"F",48.5211154461066,-2.17374337675728,3.9620849273964,4.09101655403032,2
"C3F7112","C3F7113","Boshoek",10.4,"F",49.6363715794822,0.084072840658618,5.38254050854577,5.48149925789456,3
"C3F7113","C3F7114","Donana",11,"F",49.3436815384518,-0.625143882973821,4.8423567051412,4.32797075030326,0
"C3F7114","C3F7115","Forstenrieder park",12.8,"F",55.1419465930142,1.82248778926755,5.7085222766574,5.37506068645774,0
"C3F7115","C3F7116","Gotland",8.6,"F",48.9921322959342,-2.0930053709914,6.55335742514349,6.71958651599006,0
"C3F7116","C3F7117","Mont Ventoux",7.4,"M",48.8933067785386,-3.20282703483688,3.02004902841353,3.11209479771133,1
"C3F7117","C3F7118","Oulu",9.8,"M",50.6393420204047,-0.295312947566885,4.43973202842648,4.2267998736138,0
"C3F7118","C3F7119","Westerheide",8.5,"M",48.2281878855179,-1.51894928546116,4.84711925915273,3.64142958169249,2
"C3F7119","C3F7120","Whytham Woods",11.7,"M",50.4298546112849,1.1249847666553,4.58950835740488,6.62520729813049,2
"C3F7120","C3F7121","Zvenigorod",9.6,"M",50.2439988293119,-0.916273914884612,5.00309526677137,5.48905934576581,0
"C3F7121","C3F7122","Bagley Wood",10.8,"F",50.7796189539458,0.794420169539108,5.28037108661778,5.0246933511968,1
"C3F7122","C3F7123","Boshoek",10.8,"F",51.3098032147931,0.878665010558193,5.4383584359791,5.47893787128147,1
"C3F7123","C3F7124","Donana",8.6,"F",47.5493746068442,-2.54079459152077,4.63867567473162,5.55124405724106,2
"C3F7124","C3F7125","Forstenrieder park",12.7,"F",51.9805091800564,2.00258825130386,5.32041277898165,5.18213062988663,1
"C3F7125","C3F7126","Gotland",6.7,"F",46.3688087362337,-2.24863668796356,5.18006453631154,5.27227616165562,1
"C3F7126","C3F7127","Mont Ventoux",7.2,"M",49.6734011708022,-0.215165730613318,6.12274247341844,6.9419059050452,1
"C3F7127","C3F7128","Oulu",8,"M",47.7055119896968,-1.51516334653502,3.75196895180529,3.7421252236663,0
"C3F7128","C3F7129","Westerheide",8.7,"M",48.0342388853811,-1.80216806952878,4.4354062708135,4.24520072386888,0
"C3F7129","C3F7130","Whytham Woods",12.6,"M",54.2978168028966,3.15303755616064,5.75371514564987,6.39114921662901,2
"C3F7130","C3F7131","Zvenigorod",10.3,"M",49.90520609295,0.563585571638612,5.3298539189935,5.60621732187685,1
"C3F7131","C3F7132","Bagley Wood",8.5,"F",49.1659649632224,-1.92149756313829,5.67140253891486,4.79534200255628,1
"C3F7132","C3F7133","Boshoek",10.8,"F",50.2114322323969,1.61112461764353,5.48339399398814,5.09160545460344,3
"C3F7133","C3F7134","Donana",9.1,"F",46.0255847722764,-3.64453626483494,4.14884669771024,4.81107071073429,1
"C3F7134","C3F7135","Forstenrieder park",13.1,"F",50.7875934023225,2.56946301683896,4.74833327359072,4.33248086615029,0
"C3F7135","C3F7136","Gotland",7.4,"F",48.2376203768522,-3.86219894329185,6.09359728681056,7.20405612268476,1
"C3F7136","C3F7137","Mont Ventoux",7.3,"M",49.7767995732764,-1.66869551683427,4.62066924372985,5.33295895748537,3
"C3F7137","C3F7138","Oulu",13.2,"M",53.3491033586661,3.73808481703541,4.94104242231404,4.81089622034361,1
"C3F7138","C3F7139","Westerheide",7.8,"M",48.0326852616677,-2.44960969489884,4.5595425347677,4.44982520584834,1
"C3F7139","C3F7140","Whytham Woods",10.1,"M",51.4970793570395,0.738581266976635,5.10327885111283,3.62449203808068,2
"C3F7140","C3F7141","Zvenigorod",9.3,"M",49.700315278865,-0.329321915922894,4.90384550364774,6.75549792511326,1
"C3F7141","C3F7142","Bagley Wood",13.9,"F",52.5602089869737,4.24597837459198,5.7838823241632,6.12394143131245,3
"C3F7142","C3F7143","Boshoek",10.7,"F",48.8076508031357,-0.933961707250161,4.12727110437628,3.61792888869854,3
"C3F7143","C3F7144","Donana",12.4,"F",51.9075880918363,1.39671370135707,4.95688144314385,6.9069330335303,1
"C3F7144","C3F7145","Forstenrieder park",9.5,"F",49.3436346065846,-1.52291197119554,4.96239607634814,3.44180592776232,2
"C3F7145","C3F7146","Gotland",12.9,"F",51.7676919708637,2.6536855333347,5.53460679978285,5.54315135048193,4
"C3F7146","C3F7147","Mont Ventoux",6.4,"M",47.6016796353896,-2.78681088023278,5.2691981402648,5.79484280614014,1
"C3F7147","C3F7148","Oulu",12.9,"M",54.9465178738762,3.39635010313906,5.20655660391405,4.51335378773679,2
"C3F7148","C3F7149","Westerheide",10.3,"M",50.7495870236612,2.17421559096608,5.64716879294442,6.63625133053098,1
"C3F7149","C3F7150","Whytham Woods",8.4,"M",48.0687928948312,-0.774810187921962,4.85614860211441,5.82619919635813,0
"C3F7150","C3F7151","Zvenigorod",11.7,"M",51.0866255620851,1.06524303752876,5.66884643948635,7.32892717505298,0
"C3F7151","C3F7152","Bagley Wood",9.1,"F",45.3541661727862,-3.1618651031996,2.58869142465998,2.09832749673058,0
"C3F7152","C3F7153","Boshoek",5.8,"F",45.5269049573109,-5.48380389584031,4.83410117571468,5.495941502926,2
"C3F7153","C3F7154","Donana",9.6,"F",49.9680472820213,-1.24101625878594,4.0202795626863,3.33764288407091,1
"C3F7154","C3F7155","Forstenrieder park",7.6,"F",47.6385086957725,-2.52615395289524,5.86777736118016,5.40687980568862,0
"C3F7155","C3F7156","Gotland",11.7,"F",49.7275348760013,0.437695232410566,4.8700558640677,4.64900355385455,0
"C3F7156","C3F7157","Mont Ventoux",9.9,"M",49.6703573809574,0.291386818705675,3.08271017783808,3.31123515192658,0
"C3F7157","C3F7158","Oulu",9.7,"M",48.3652669858918,-1.28995106992939,3.44214445657874,2.92539875228925,1
"C3F7158","C3F7159","Westerheide",12.6,"M",55.064942953045,3.88569296232636,5.15055338788046,5.0254325095083,1
"C3F7159","C3F7160","Whytham Woods",11.9,"M",51.2591528316972,1.90269697569985,4.807570243724,5.39907732673496,0
"C3F7160","C3F7161","Zvenigorod",8.5,"M",50.3051639515909,0.298793062946254,5.15884255744108,5.01498128344853,1
"C3F7161","C3F7162","Bagley Wood",11.6,"F",52.2746298324023,1.06744310136811,5.31254297939134,5.7468970956082,0
"C3F7162","C3F7163","Boshoek",7.7,"F",46.3832629519428,-2.94500002707694,5.26848201701424,4.57117055631972,2
"C3F7163","C3F7164","Donana",7.5,"F",48.1078317673373,-3.3474265914247,4.88401477183654,6.28365581045335,2
"C3F7164","C3F7165","Forstenrieder park",8.3,"F",47.8172147834214,-0.545509982631245,5.32296262839889,5.69014203459612,1
"C3F7165","C3F7166","Gotland",13.1,"F",51.5218301981424,2.03828776236656,5.09964439768712,4.87524410082616,1
"C3F7166","C3F7167","Mont Ventoux",11.1,"M",52.5380755658968,1.58721200347303,5.5248553243966,6.39296763506839,3
"C3F7167","C3F7168","Oulu",7.2,"M",47.4702462729205,-0.80153419538548,5.16059809435229,5.74958463550618,2
"C3F7168","C3F7169","Westerheide",10.9,"M",52.4082375846205,1.28749648356448,5.2252417607045,6.59061446175355,2
"C3F7169","C3F7170","Whytham Woods",8.7,"M",49.2332667223173,-1.69608625122827,2.75845895078673,2.84492350363777,2
"C3F7170","C3F7171","Zvenigorod",12.6,"M",48.8627678670195,0.730698118962423,4.48194091061148,4.1197765488883,0
"C3F7171","C3F7172","Bagley Wood",8.6,"F",47.6508110231173,-1.50120233802506,5.05165326098882,5.5813286002697,0
"C3F7172","C3F7173","Boshoek",13.2,"F",53.4439131717567,2.56667451313589,5.2731399279193,5.80468055934287,0
"C3F7173","C3F7174","Donana",11.1,"F",49.8793220785101,-0.455468506650022,5.29840241138028,4.9079396184659,1
"C3F7174","C3F7175","Forstenrieder park",8.4,"F",48.5449102224908,-1.76431456959159,4.632364869403,5.53403703129978,0
"C3F7175","C3F7176","Gotland",12.2,"F",50.4966940738142,1.81919021348379,5.57259356203679,6.2034450137505,1
"C3F7176","C3F7177","Mont Ventoux",10.4,"M",52.1781249743648,1.22502674367877,5.67765202154758,6.77535881105429,0
"C3F7177","C3F7178","Oulu",9.1,"M",49.7010989654704,0.942182063001035,5.16531999236658,4.13169043079058,0
"C3F7178","C3F7179","Westerheide",5.8,"M",48.2029726532549,-4.40934623075737,4.86678478293703,4.97006530565532,0
"C3F7179","C3F7180","Whytham Woods",10.8,"M",52.5561272788694,1.9092090616396,4.79831503041073,3.57839805309656,0
"C3F7180","C3F7181","Zvenigorod",12.7,"M",54.0718029332861,2.74354666922752,5.70372339064563,5.33588124337662,1
"C3F7181","C3F7182","Bagley Wood",8.5,"F",46.7114665708234,-2.49052211607302,4.87383964232051,4.48107797131247,1
"C3F7182","C3F7183","Boshoek",12.9,"F",53.8639471781021,2.50585537481436,4.75043235140116,4.65253148311358,1
"C3F7183","C3F7184","Donana",11.8,"F",52.819750942175,0.909036383821188,5.49842512156881,6.3847758215471,1
"C3F7184","C3F7185","Forstenrieder park",7.4,"F",47.4479715991273,-1.80611808129482,4.51572485630419,4.44451687865632,2
"C3F7185","C3F7186","Gotland",12.7,"F",55.1129096650615,3.56208535975666,5.60905839251823,6.06744739174839,2
"C3F7186","C3F7187","Mont Ventoux",12.1,"M",54.3313938425558,3.38993546852178,5.95576884894521,7.03392126985785,1
"C3F7187","C3F7188","Oulu",10.5,"M",51.9099030302896,-0.0510501248650005,5.06927217284537,4.42259242126146,1
"C3F7188","C3F7189","Westerheide",9.6,"M",51.2450928354953,1.40036770606026,4.96705985496104,3.70842736290064,1
"C3F7189","C3F7190","Whytham Woods",8.4,"M",49.130685108232,-1.05741284193563,6.28126213701776,6.15828475979092,1
"C3F7190","C3F7191","Zvenigorod",7.5,"M",47.381020314419,-1.89965639435396,5.51921844204468,3.5125609066443,0
"C3F7191","C3F7192","Bagley Wood",10.3,"F",50.2879441067637,0.149124375001757,5.32996026822416,4.06783106049434,2
"C3F7192","C3F7193","Boshoek",7.5,"F",48.3150974615677,-1.9871468413198,4.87920774142831,4.84187945890958,2
"C3F7193","C3F7194","Donana",9.1,"F",49.7163177720141,-0.0912268706745964,4.92419653843039,5.42667458595301,2
"C3F7194","C3F7195","Forstenrieder park",10.5,"F",51.8774104050711,0.488969976540713,5.17784717903672,3.16700432567023,0
"C3F7195","C3F7196","Gotland",12,"F",51.8424375979882,2.51909730452761,5.70103690646114,6.25592700824168,0
"C3F7196","C3F7197","Mont Ventoux",10.3,"M",52.6752136674509,1.56761005281005,5.08632661259588,5.187759159036,0
"C3F7197","C3F7198","Oulu",12.9,"M",54.4366434329736,3.48907985590144,5.4435088259066,5.13813231779843,2
"C3F7198","C3F7199","Westerheide",9.3,"M",51.0969924619347,0.462539297370543,5.14060872280635,4.99091647402808,2
"C3F7199","C3F7200","Whytham Woods",12.3,"M",51.2431838813938,0.907171978967899,2.77114450737084,2.40144084597586,2
"C3F7200","C3F7001","Zvenigorod",6.6,"M",46.1126039080622,-1.46890887704019,5.35933509718118,6.63257202017874,2
"C3F7001","C3F7002","Bagley Wood",11.2,"F",48.717845858704,-0.24061746842263,6.13315416264454,5.04881286039302,0
"C3F7002","C3F7003","Boshoek",8,"F",48.4906054789388,-2.15804232243381,4.63540294081904,4.58099158990255,0
"C3F7003","C3F7004","Donana",11.5,"F",49.902227410621,0.370888534892631,5.37615187761444,4.5415137539676,2
"C3F7004","C3F7005","Forstenrieder park",12.6,"F",49.9393746009959,1.31302865931014,4.48983287846286,4.33640145928972,3
"C3F7005","C3F7006","Gotland",7.5,"F",48.33506773272,-3.87593378117813,5.71704277978027,5.85967576667885,1
"C3F7006","C3F7007","Mont Ventoux",7.7,"M",47.5007268667623,-1.31321061105466,4.26632629582409,5.3445460346341,1
"C3F7007","C3F7008","Oulu",8.3,"M",49.0695417463433,-0.787789778874111,4.01077911340208,3.7150430451687,0
"C3F7008","C3F7009","Westerheide",10,"M",48.8861158308556,-0.0926336515155018,4.54137416069991,4.05873304309362,0
"C3F7009","C3F7010","Whytham Woods",5.5,"M",47.3841469532391,-2.4641871287879,5.19341177349457,6.10829785147298,2
"C3F7010","C3F7011","Zvenigorod",13,"M",49.3715885740984,2.34624740661619,5.55451301730283,4.3645835695494,1
"C3F7011","C3F7012","Bagley Wood",9.9,"F",50.7931221393016,1.83487508852532,5.22360800782979,4.47645915895668,0
"C3F7012","C3F7013","Boshoek",8.8,"F",49.5942670014478,-1.56879200364025,6.28897024018752,6.66718972826784,0
"C3F7013","C3F7014","Donana",9.3,"F",48.0579298331973,-3.15373086705801,3.82545642243024,2.60123178659464,1
"C3F7014","C3F7015","Forstenrieder park",13.1,"F",52.7522578382233,1.55021610604262,4.83514428010999,6.46135358508413,2
"C3F7015","C3F7016","Gotland",10.3,"F",48.4699386720579,-1.53793661854363,4.2932782231635,7.03760709095367,2
"C3F7016","C3F7017","Mont Ventoux",8.2,"M",49.0129948768027,0.196607351367776,5.06312239678597,5.46907763950143,1
"C3F7017","C3F7018","Oulu",9.3,"M",49.4550208555622,-0.245442760610819,4.94129329660067,7.0047749772054,2
"C3F7018","C3F7019","Westerheide",8.6,"M",48.9911086736428,-0.263964107141875,4.75662205198754,3.35301826824359,0
"C3F7019","C3F7020","Whytham Woods",9,"M",49.256621071722,0.264405699398764,4.77260001842566,5.23036478704138,0
"C3F7020","C3F7021","Zvenigorod",8.7,"M",48.5798984253079,-0.663679733210475,5.1276998415826,4.13650369564891,1
"C3F7021","C3F7022","Bagley Wood",10.4,"F",49.4126169821544,-1.58527210654532,3.27610894186471,2.90549136586232,1
"C3F7022","C3F7023","Boshoek",6.6,"F",43.8551704379714,-5.44311966538366,4.18642925935027,3.67375422478578,1
"C3F7023","C3F7024","Donana",6.5,"F",46.7701364307201,-2.3458741502622,4.71622232323423,6.40026001496731,0
"C3F7024","C3F7025","Forstenrieder park",13,"F",52.9187254964301,0.794773330734229,5.6258975123916,5.4022206916281,1
"C3F7025","C3F7026","Gotland",11.4,"F",50.6047261524905,0.298794231566201,5.1389282425508,5.10736994942789,0
"C3F7026","C3F7027","Mont Ventoux",11.2,"M",52.2089376166738,2.15764121215186,5.69350863805594,3.7308471010517,2
"C3F7027","C3F7028","Oulu",9.3,"M",50.1124263540734,0.91299124711965,4.72646927991444,5.08091418264406,3
"C3F7028","C3F7029","Westerheide",7.8,"M",49.3471825289774,-1.77216056611812,5.81577018713484,5.2974147898438,0
"C3F7029","C3F7030","Whytham Woods",13.2,"M",52.3667901360178,2.81786338895818,4.44798817973626,4.54041533987584,1
"C3F7030","C3F7031","Zvenigorod",7.3,"M",48.282538139974,-1.68885982205437,5.61374384887353,5.46892602796734,2
"C3F7031","C3F7032","Bagley Wood",11,"F",49.2721817914079,0.932496721943295,5.25268853420407,4.9090721147125,0
"C3F7032","C3F7033","Boshoek",13.6,"F",54.7111994789638,3.3261574663353,5.20002432967061,4.85707943583685,1
"C3F7033","C3F7034","Donana",7.2,"F",47.4502093218771,-3.58233460916637,4.84387033372131,3.91242731968226,0
"C3F7034","C3F7035","Forstenrieder park",10.5,"F",48.4720059509284,-0.453062254700134,3.12710372049261,2.94750344732468,1
"C3F7035","C3F7036","Gotland",8.8,"F",47.4591321990586,-2.11309977536869,4.67619303003323,3.69158016236125,1
"C3F7036","C3F7037","Mont Ventoux",10.6,"M",52.3043883222391,0.81118702355162,5.0070454214476,4.23746162783203,0
"C3F7037","C3F7038","Oulu",10.1,"M",51.3935283766536,1.55660781359023,5.07589499438683,6.27584702399127,1
"C3F7038","C3F7039","Westerheide",10.3,"M",50.2957011654972,1.15841886377468,4.62688986861865,5.62368509433051,2
"C3F7039","C3F7040","Whytham Woods",9.9,"M",49.5107037002102,0.228684219708336,5.46461267998578,3.2708067672182,0
"C3F7040","C3F7041","Zvenigorod",12,"M",51.3482542459117,0.76327594725674,5.10245560617627,5.80046544127688,2
"C3F7041","C3F7042","Bagley Wood",5.6,"F",42.229496719024,-7.70403698393222,5.34444639017032,5.43393805757854,0
"C3F7042","C3F7043","Boshoek",9.7,"F",49.3464708317791,-0.606793848670975,4.48235244444863,5.75944664403501,0
"C3F7043","C3F7044","Donana",8,"F",47.5652720954748,-3.77534268115661,3.90933435793028,4.05907728399587,1
"C3F7044","C3F7045","Forstenrieder park",9.6,"F",48.8064889355019,-2.33226913716672,5.26795358153225,5.79731686911112,0
"C3F7045","C3F7046","Gotland",10,"F",50.5840987206679,-0.321030597020775,6.42646507712416,6.61159966572476,1
"C3F7046","C3F7047","Mont Ventoux",5.8,"M",45.3627964383949,-5.33184768138083,3.54933397630247,3.42985091693251,1
"C3F7047","C3F7048","Oulu",12.5,"M",50.952043196119,2.55138554358459,4.19386324638302,4.79681436147503,1
"C3F7048","C3F7049","Westerheide",12.1,"M",51.7960892222595,2.64100498127176,4.38459205745446,2.99328903300509,0
"C3F7049","C3F7050","Whytham Woods",11.1,"M",51.6524002132455,1.14791715435508,5.07026422168708,3.23110621182058,2
"C3F7050","C3F7051","Zvenigorod",8.8,"M",49.79966175104,-1.13063664794564,5.11107067713613,3.12665172663426,0
"C3F7051","C3F7052","Bagley Wood",9.9,"F",48.2444384187503,-2.31298872324358,4.86637078584431,4.48224364432741,2
"C3F7052","C3F7053","Boshoek",11.5,"F",49.7783272370779,1.15218783040679,4.71467258976105,5.54967892744354,1
"C3F7053","C3F7054","Donana",8.1,"F",47.2469957690323,-2.00134338008475,5.04671811446953,5.28918951759166,1
"C3F7054","C3F7055","Forstenrieder park",9.7,"F",48.9454555252073,-0.624329868014222,4.63019052784024,4.2079109082471,0
"C3F7055","C3F7056","Gotland",7.2,"F",46.0006266274323,-4.02613198583881,5.19789588989421,5.96695699732627,0
"C3F7056","C3F7057","Mont Ventoux",10.9,"M",53.1050821840229,2.00929268901397,6.20604975704784,7.19016529954557,0
"C3F7057","C3F7058","Oulu",12.4,"M",52.1287840298457,1.56506640692237,5.30840339071705,4.3847698620831,2
"C3F7058","C3F7059","Westerheide",12.3,"M",54.0317705764,3.99144639538625,7.67160517258392,8.70185784426047,3
"C3F7059","C3F7060","Whytham Woods",10.6,"M",49.9843930167188,0.696333533835753,3.84273535101414,4.0456062781091,0
"C3F7060","C3F7061","Zvenigorod",6.6,"M",48.2488604671056,-2.63810815411054,4.43538274019298,4.11688627962714,0
"C3F7061","C3F7062","Bagley Wood",8.1,"F",47.9500837341015,-2.14370201915455,5.08614207004409,5.5724973115871,0
"C3F7062","C3F7063","Boshoek",8.7,"F",47.7081263600571,-1.55523570298142,4.39616926876849,4.89483788356464,1
"C3F7063","C3F7064","Donana",11.5,"F",48.9928660459437,-0.238910958967101,5.05209963204362,5.46105130591603,3
"C3F7064","C3F7065","Forstenrieder park",11.9,"F",50.6260539776144,0.0506648661479939,2.65037134785239,0.718300343468138,3
"C3F7065","C3F7066","Gotland",12.6,"F",49.9047909089779,1.30255836162527,3.57173504666283,3.49099292662434,2
"C3F7066","C3F7067","Mont Ventoux",10.4,"M",51.1547406201089,2.42494514596912,5.25634174959279,5.17235903373246,2
"C3F7067","C3F7068","Oulu",12.7,"M",51.8011602970755,2.42654767317554,4.8545899828838,5.78638605917389,3
"C3F7068","C3F7069","Westerheide",8.8,"M",50.0489401770296,-0.00831913602738998,6.40788075936828,6.10812401187106,1
"C3F7069","C3F7070","Whytham Woods",12.4,"M",51.553467846618,3.06777039822361,4.90804042188083,5.16912281683483,0
"C3F7070","C3F7071","Zvenigorod",9,"M",48.4501630474062,0.448331650618006,6.41464936719272,5.53174408380716,1
"C3F7071","C3F7072","Bagley Wood",10.8,"F",48.3753642170302,-1.0636764743213,4.46153123138266,5.12689461430436,2
"C3F7072","C3F7073","Boshoek",8.6,"F",46.6490218931472,0.523796840154571,5.28183809053017,6.27364899116691,1
"C3F7073","C3F7074","Donana",15.4,"F",54.2352954482744,4.56351910715344,4.29182928994616,4.86316330602961,2
"C3F7074","C3F7075","Forstenrieder park",9.7,"F",46.6580680670069,-0.915118084884163,4.48397197073799,3.98966288181747,1
"C3F7075","C3F7076","Gotland",12.1,"F",52.2595329090038,2.13028188420652,5.19911532699471,4.0090094617158,0
"C3F7076","C3F7077","Mont Ventoux",13.2,"M",53.5068723096097,2.55702647802704,5.80259748134487,7.02020512242478,2
"C3F7077","C3F7078","Oulu",9.6,"M",48.023133476964,-0.740839787555244,3.72539466262623,4.59896418143548,3
"C3F7078","C3F7079","Westerheide",12.1,"M",51.8623768829108,2.84820872736538,4.74326174110124,4.2797106063023,2
"C3F7079","C3F7080","Whytham Woods",6.7,"M",48.0120328114434,-2.22562469898036,5.52444371313852,6.32953585587354,2
"C3F7080","C3F7081","Zvenigorod",11.7,"M",50.8153000729316,1.21407751612572,3.53527603378154,2.74437315714391,2
"C3F7081","C3F7082","Bagley Wood",8.8,"F",46.0933614216604,-2.85232015672489,5.0416538782828,4.76159649733087,0
"C3F7082","C3F7083","Boshoek",10,"F",52.0674216120156,0.441111105610313,6.44847666936143,4.68406224811504,0
"C3F7083","C3F7084","Donana",7.2,"F",47.4337238238713,-4.14866359217672,4.95411212166321,5.18027132036991,3
"C3F7084","C3F7085","Forstenrieder park",10.6,"F",50.5850045933695,0.848722537114353,5.42297516673483,5.4070831863274,0
"C3F7085","C3F7086","Gotland",11,"F",51.3555992667611,0.777512239113173,5.20510429845786,5.35953528463255,1
"C3F7086","C3F7087","Mont Ventoux",10.5,"M",52.2880972773029,1.8088076064732,6.19356915078586,6.11555462087963,1
"C3F7087","C3F7088","Oulu",12,"M",52.7412037663472,1.56560848542521,5.17704216858518,5.32136689180674,1
"C3F7088","C3F7089","Westerheide",11.1,"M",50.8237383049136,1.32966743821589,3.43489490875395,3.02962463922142,0
"C3F7089","C3F7090","Whytham Woods",10.5,"M",50.4982308385197,-0.00765701837393046,4.41971089243224,5.34291468281423,1
"C3F7090","C3F7091","Zvenigorod",10.5,"M",49.1334058088058,0.165428450393526,4.8453441008254,4.4227769224702,3
"C3F7091","C3F7092","Bagley Wood",10.1,"F",48.122682419195,-2.04287206955338,4.79435895025817,5.12853131205546,0
"C3F7092","C3F7093","Boshoek",6.5,"F",48.8163028756233,-3.10977916962138,5.05794045157696,4.25896443322225,0
"C3F7093","C3F7094","Donana",13.1,"F",52.008179012726,1.27704609961516,4.77491244159379,3.96288015878093,1
"C3F7094","C3F7095","Forstenrieder park",9.7,"F",51.0549490098739,0.21910750928364,4.84651823119759,5.58709384907104,1
"C3F7095","C3F7096","Gotland",11.4,"F",50.3338736397326,1.35973742325551,5.28643425470655,5.55365898638,0
"C3F7096","C3F7097","Mont Ventoux",12.2,"M",52.5083212694652,1.44957290738865,4.74791082080205,5.48211653795147,1
"C3F7097","C3F7098","Oulu",9.8,"M",50.205648651704,1.24025537547918,5.66918156657534,6.70286083356057,0
"C3F7098","C3F7099","Westerheide",9.3,"M",49.7822482486952,-0.500683941630586,3.43042877527876,4.86296944910902,1
"C3F7099","C3F7100","Whytham Woods",11.6,"M",51.6975566876483,0.830767049146847,4.65174132337992,5.69697902015836,1
"C3F7100","C3F7101","Zvenigorod",12.5,"M",49.7256122398829,1.76230648226241,4.47235477856272,4.51416999152343,2
"C3F7101","C3F7102","Bagley Wood",11.7,"F",51.8928516501045,0.37683347766535,5.73212292225358,7.46515923093341,0
"C3F7102","C3F7103","Boshoek",8.2,"F",47.2155438290847,-1.66345430374751,5.24582436727323,5.65833217065051,0
"C3F7103","C3F7104","Donana",8.3,"F",47.1908755850889,-2.46094987408897,4.83118887787125,3.89934047079625,0
"C3F7104","C3F7105","Forstenrieder park",8.8,"F",49.6237229314721,-0.987277859634457,5.8091776412985,4.93705986014834,3
"C3F7105","C3F7106","Gotland",9.4,"F",47.245971647146,-3.4713984632327,3.7120332008889,5.57317069144481,2
"C3F7106","C3F7107","Mont Ventoux",14.5,"M",52.256521451138,4.25062191981023,4.79046857581966,5.88869089696572,1
"C3F7107","C3F7108","Oulu",7.6,"M",49.1825109032291,0.119288866717917,5.25362316481918,5.12445010762681,1
"C3F7108","C3F7109","Westerheide",10.4,"M",51.1709158555491,1.14145951469253,5.77983308103646,6.71602697580618,0
"C3F7109","C3F7110","Whytham Woods",7.8,"M",48.5133200094157,-1.54929690432153,4.47321133541248,4.20543563936906,2
"C3F7110","C3F7111","Zvenigorod",11.1,"M",48.8689947883525,0.662816386201487,3.85564061834308,5.53040009884335,1
"C3F7111","C3F7112","Bagley Wood",7.7,"F",45.1929400747208,-5.1647455186614,3.9620849273964,3.42972414417971,2
